12	www.myforecast.com		
Fri Jan 29 08:43:36 2010	 Portland, OR	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:41 2010	 Chicago, IL	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:43 2010	 San Antonio, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:44 2010	 Indianapolis, IN		
Fri Jan 29 08:43:46 2010	 Boston, MA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:49 2010	 Jacksonville, FL	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:50 2010	 Columbus, OH	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:51 2010	 Dallas, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:52 2010	 Houston, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:53 2010	 Seattle, WA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:54 2010	 Milwaukee, WI	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 08:43:55 2010	 Detroit, MI		
Fri Jan 29 08:44:00 2010	 Philadelphia, PA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:02 2010	 San Jose, CA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:04 2010	 Charlotte, NC	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:05 2010	 San Diego, CA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:07 2010	 Denver, CO	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:08 2010	 Memphis, TN	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:10 2010	 Los Angeles, CA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:11 2010	 El Paso, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:13 2010	 New York, NY	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:15 2010	 Baltimore, MD	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:16 2010	 Las Vegas, NV	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:18 2010	 Washington, DC		
Fri Jan 29 09:27:19 2010	 Austin, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:21 2010	 San Francisco, CA		
Fri Jan 29 09:27:23 2010	 Oklahoma City, OK	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:24 2010	 Nashville, TN	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:26 2010	 Fort Worth, TX		
Fri Jan 29 09:27:27 2010	 Phoenix, AZ	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:29 2010	 Portland, OR		
Fri Jan 29 09:27:31 2010	 Chicago, IL	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:32 2010	 San Antonio, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:34 2010	 Indianapolis, IN		
Fri Jan 29 09:27:35 2010	 Boston, MA		
Fri Jan 29 09:27:37 2010	 Jacksonville, FL	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:39 2010	 Columbus, OH	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:40 2010	 Dallas, TX		
Fri Jan 29 09:27:42 2010	 Houston, TX	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:44 2010	 Seattle, WA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:45 2010	 Milwaukee, WI	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:47 2010	 Detroit, MI	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
Fri Jan 29 09:27:48 2010	 Philadelphia, PA	Ice, Snow Targeting Mid-South:  A winter storm is bringing heavy snow and ice from New Mexico to Oklahoma, and will continue to spread eastward on Friday.1:15 AM CST UPDATE: "Solid Sheet of Ice"Heavy Rain & Thunderstorms Pummeling TexasIce Storms -- Nature's Middle ManToday's Weather Outlook: A mix of snow, ice and rain will slide across the Deep South, while cold arctic air continues to grip the Great Lakes and showers push onshore along the West Coast.Weekend Weather Outlook: Stormy weather will invade the Pacific Northwest this weekend, with much of the rest of the U.S. cold and dry.All Stories. 	
